,323_CT,381_CT,398_CT,382_CT,397_CT,485_CT,486_CT,487_CT,488_CT,489_CT,490_CT,491_CT,492_CT,494_CT,496_CT,497_CT,498_CT,499_CT,500_CT,501_CT,472_CT,459_CT,323_LT,381_LT,398_LT,382_LT,397_LT,489_LT,496_LT,472_LT,459_LT
P01031,-0.671369744,-0.859071969,-0.387050375,-1.327220454,0.62416194,-0.526264392,-0.887188862,-1.390848559,-0.071710287,0.706846288,0.161388715,-0.417058362,-0.652265194,-1.607301543,-0.267239614,1.089544544,-1.470798008,-0.069270829,0.903584073,-0.902298863,1.022186966,-0.68092578,1.699369415,1.309781284,1.298530372,1.740504595,2.210317432,0.696477197,-0.590185411,0.72676584,-0.428386746
P01040,0.199069333,-0.369508688,-0.577668127,-0.156093868,1.517522772,0.022911066,-0.201429569,-0.179285679,0.464929387,0.293903745,-1.042494873,-0.842406743,-1.513438341,0.902829889,0.46389876,2.795730136,-1.718947641,0.203946717,-1.166712156,-0.451513179,-0.538705158,-0.535975253,0.103353283,-1.578965242,0.525786348,-1.563734567,0.120103313,-0.736637921,-0.519839545,-0.378157613,-0.542133012
P01111,0.308797367,-1.352831252,0.480714193,-1.460015054,0.064254563,1.268374041,-0.737453114,-0.082280013,0.942314484,0.305098604,0.139108598,-2.005497296,-0.226707773,2.676859185,0.097411443,1.43622381,1.810399245,-0.040700052,-0.687851734,-0.899602067,0.300296178,0.639303067,0.628984983,-1.515913056,0.009102688,1.879970389,-0.04649167,0.429800068,1.575921444,-0.554598398,1.503065192
P01112,0.653956655,0.927148356,-3.776325024,-1.193707337,-0.834364501,0.229096755,0.713538877,0.528746384,0.446024384,0.668939449,0.388460015,0.074668391,0.527669628,-0.771645315,0.931593286,0.539328876,0.677264021,0.736285878,0.492809378,-1.262489477,0.214788291,1.156487035,0.497402253,-0.412899961,0.607860309,-1.25153645,-0.390827634,0.044775673,0.566692296,0.041625889,1.108899096
P01275,0.159310305,-0.760326705,-1.047442396,-0.506671543,-0.042461731,-0.435560135,0.545244752,-0.346412829,-0.943733078,-0.157558583,-0.509642215,3.548689173,-0.237349845,-0.295797855,-0.29127888,0.197426884,-0.771431296,-0.415395241,-0.943173724,1.366397224,-1.450229553,3.449187852,1.918018085,0.943790914,0.713490101,-0.198569123,-0.328191696,-0.383319618,-0.170656329,0.540142149,0.868229667
P01591,0.322186248,1.589673555,-1.04425609,1.163438343,1.393140788,-0.199725075,-1.308144244,-1.874920373,-1.160297657,1.163255684,0.664765125,0.405873066,-1.019522127,0.872888202,0.781536942,0.298332001,0.621413529,0.343763492,0.069245548,1.214088341,0.361198336,0.863784083,-0.48082769,1.414682614,0.722674443,0.364302963,-0.75624798,-1.179211907,-0.539718397,-0.165097275,-1.565156434
P01721,-0.220046415,0.232057171,0.909440462,-0.237115647,0.604294505,0.296283787,-1.010475828,-0.929035218,0.076204075,-2.445992035,0.418622339,0.159532607,1.063725489,2.231488898,-0.041127209,-0.456067054,0.941026878,0.855122327,-0.918477337,-0.011884037,-0.04748959,-0.478889734,-0.317446361,0.828458644,0.345861644,0.148501946,0.295502851,-0.785328381,0.854448286,-2.592251739,-0.622176714
P01743,0.696479705,1.247463895,-0.441149796,-0.56597967,0.350769824,0.290962422,-0.646339932,0.311574538,1.720444578,1.741198344,-0.372515568,1.009142847,1.420574968,-0.258475851,2.421515638,-0.029067366,-0.539312992,1.91534767,0.33755328,-1.529081961,1.69237591,-0.726123897,-0.882340053,-0.096779666,-0.323549328,0.815533483,-0.807978042,1.748505506,1.793480661,-0.940792276,-0.660588011
P01766,0.257031495,0.475766371,-2.230394979,0.314839889,-0.620054371,0.04674432,0.132933264,-1.822969398,-0.844812756,2.058021755,0.766150323,2.09077871,-0.63722625,-0.306042865,-0.61661677,0.929008156,-0.833291123,-0.828687882,-0.012784115,0.129856442,0.739097324,-0.099035326,-0.361426097,-0.391246592,1.435567471,0.059322695,0.378897757,0.088306053,-1.166106163,-0.370579179,-1.137498053
P01833,1.713507077,0.467293612,-0.640066964,0.577219988,0.880416912,0.1319497,-0.505346115,1.161710223,-1.570072576,0.871293284,0.786861799,-0.328317785,-1.355085276,-0.695128757,0.174279475,0.605511412,1.76856599,0.640155755,-1.330371013,0.735274958,-0.995122145,0.725873754,1.025875736,1.093012854,1.101463701,0.110322613,-0.098850548,-0.232552231,-1.746620147,-0.405422306,-1.942184284
P01859,0.180111096,1.066010947,0.095870889,-0.87992951,1.034093526,-0.090251898,-0.591105166,-1.380284899,-1.04373043,0.604787151,-0.968109057,2.160344171,-1.153345859,-0.083858373,0.005423517,0.613924862,0.717848497,0.335287858,0.642751685,0.701988892,0.178181396,-1.616868585,0.471521609,1.549867196,1.137693634,0.367935925,0.947084347,-1.150859818,-0.194731788,0.878207448,-2.387071578
P02008,-0.258949044,-1.498167613,0.240211778,0.049418727,-0.206091881,-0.707648095,0.084607611,0.032395897,0.366835932,0.654934453,2.650737917,-0.529330311,-0.090072716,-2.20230013,0.892547988,-0.819700117,-0.248435984,-1.851641366,0.748125879,-1.148686062,1.593006781,0.32349188,-0.014049385,-0.119250385,-0.033009094,1.045544643,-0.712020112,1.933529065,0.195416384,0.337570615,0.339910588
P02452,-1.440663514,0.819254551,-0.905803639,-0.675799791,-0.155379205,-0.649782536,0.408533034,-0.450035132,-0.940797247,0.253142797,-0.654170003,0.337185491,-1.420596481,-0.092067473,-1.310548448,-0.053135522,0.501631128,0.267367588,1.418524605,3.007344765,0.775630911,-0.18032067,-0.913846127,2.12458736,-0.28805223,0.79237756,-0.130119686,-0.121965928,-0.342642527,1.772523737,-0.75022799
P02461,-1.327662058,0.426172569,-0.314687228,-0.545868533,-0.604715399,-0.396730356,0.782362923,-0.114729806,-1.01301864,-0.109567259,-0.702178481,0.246540776,-1.529087543,0.808061174,-1.455392581,0.062421485,0.491737732,-0.343426116,1.164474354,2.776065448,1.136402196,-0.247353274,-0.539972491,1.982109153,-0.153051976,0.715913523,-0.202862347,-0.364945565,-0.65006253,1.847299013,-1.325946359
P02533,-1.297259016,-0.515169389,-1.021048115,0.686263572,-0.513145285,-0.19882998,-0.096354373,-1.038695391,0.229649872,-0.125721904,0.085204882,0.156322824,0.879498497,0.449735965,0.098544677,0.150008367,-1.035082411,-0.122463742,-1.559205801,-1.365523821,-0.399644826,0.718657966,-1.622112644,0.549599796,-1.355622023,2.138398283,-1.501656793,1.616810209,1.384351498,-0.589546194,-0.013309368
P02545,-0.609435176,1.015345929,0.513261789,-0.28528777,-0.395239602,-0.382098648,0.438042868,0.255995626,-0.392799115,-0.591193459,0.036881144,0.541868266,-0.163502264,1.842881061,-0.038973385,0.730319834,0.643707646,-0.203143036,0.061524333,0.33184089,0.510543749,1.102815339,-1.978082529,-1.268988046,-0.701895631,-0.568240223,-2.943027781,-1.035476947,-0.427292441,0.723117476,-0.747672911
P02549,-0.620771285,-1.818539238,1.177679452,-0.184594296,0.631439719,0.657486455,-0.856334859,0.576140049,-0.511926598,0.127849662,-0.219744136,0.545304298,0.301756187,0.450479233,0.088092689,0.779903473,-0.642517594,-2.007089362,-0.148124385,0.685483427,-2.166080524,1.453383671,0.283715253,-0.786196626,0.788494061,0.638014041,-0.340795758,0.884502077,-0.064716222,1.479075336,1.586210199
P02652,-0.002413137,0.500145857,-0.573498865,-0.879302888,0.593078382,0.121697433,-0.444068738,-1.082902048,-1.023833403,0.481925102,-1.339239797,-0.103410581,0.010090158,0.015802481,-0.161196675,1.360820476,-0.560845927,-0.141031144,-1.090751095,-0.131976201,1.453179872,-1.995112576,1.078508194,1.921492739,1.373850643,0.779885597,1.81917696,-0.292519002,0.597657548,0.627180702,-2.11872409
P02671,-0.453729459,-0.540941361,-0.46447539,-0.048558585,0.050324014,1.550936628,-0.311338706,-1.525920082,-0.673211201,-0.135474093,-1.971938543,1.428553003,-0.263265941,-0.955228863,-0.278583073,0.26116543,-0.575201218,-0.371658255,-0.584501935,0.346908446,0.443870579,-1.503261074,1.851475156,-0.217891158,1.955314271,0.752682342,1.664628526,-0.111499934,1.63718202,0.037131639,-0.235072974
P02675,-0.441464635,-1.142113787,-0.02681668,-0.193847907,-0.41497374,1.641988123,-0.402556975,-1.108410762,-0.766137816,0.800473593,-1.517033445,0.423876858,-0.048413607,-1.081974753,-0.228450597,1.029749937,-0.417779922,-0.131819164,-0.680566159,-0.559828024,0.831921449,-0.352766161,1.472598403,-1.969343832,1.073088162,0.569394083,1.994862312,0.59834329,1.345690532,0.105630339,-0.233831261
P02741,-0.292275469,2.111591659,-0.422339765,0.197201675,-1.801491797,0.129504445,0.416244644,1.738632626,0.71346402,-0.745731345,1.859098055,-0.154311845,0.015105503,1.73906285,-0.563746289,-1.639317741,0.410951451,-1.794687774,0.701559484,-0.825051924,0.982732273,0.034972936,-0.084077718,-0.335092142,0.522069757,1.517545644,-1.616176263,-2.273789948,-0.426123811,-0.372038244,0.636800259
P02743,-1.027479729,0.021732224,-1.607411956,-1.638689335,0.056782157,-0.257568431,0.096862097,-1.108547692,-0.547315051,-0.274799508,-0.550111334,0.045753174,-1.610168893,2.792203449,-0.678081388,0.613796414,1.357369179,0.044415221,1.724908875,0.052639217,0.184955912,-0.531843298,-0.17745234,-0.654549592,-0.149879607,1.455933465,-0.005967026,0.229802011,-0.224560687,0.115259691,-0.4596359
P02750,-0.180192599,0.065649807,-0.406093601,-0.932766503,0.449863945,0.137737718,0.120471545,-1.060858693,-3.257255334,1.718696582,-0.463878509,1.630744106,-0.494599906,-0.365666092,0.826919079,0.623164613,0.036509541,-0.038127702,-0.153571397,-0.312833298,1.737230511,-0.480434853,0.684393666,-0.682161342,1.077223459,0.897902383,1.345744885,-1.214551404,0.615199774,0.711192417,-1.207249337
P02753,0.45142329,0.282228053,-0.363981324,-0.629600771,0.918693233,-0.551410745,-0.409699145,-1.132283789,-1.214434154,0.71115177,-0.839190752,-0.356451206,-0.929024151,-1.118247086,-1.304614369,0.303441539,2.566767069,0.305040678,-0.476971564,-0.994134905,1.335631682,-1.449191649,0.248448394,1.297173305,0.298605369,0.277619977,0.840858974,1.28558601,0.107689085,1.498209615,-0.068976558
P02760,-0.85426919,0.153772076,-0.101661435,-1.077101164,0.096052152,-0.575359411,-0.121753715,-1.963665533,-0.959976763,0.58800359,-0.698566257,0.95288821,-0.807279219,0.629190752,-0.609537579,0.303661859,1.279910854,-0.080682745,1.128561605,-1.255528468,1.627414183,-1.527319644,0.201096492,1.17142548,0.561954487,1.423204497,2.115628581,-0.287615665,0.250724993,0.55900024,-1.158295202
P02763,-0.177792513,-0.465053076,-0.010086269,-0.912133975,-0.404883822,-1.230589744,0.062411979,-1.240724554,-0.793269411,0.838710331,-0.621345832,0.997218292,-0.501631948,0.13041311,-0.449097522,0.183233137,0.235654846,-0.321028871,0.421381449,-0.63215922,1.423477936,-0.543597628,0.596116088,-0.265891565,0.874501134,2.13800614,3.376897472,-0.710810114,0.528406976,0.594041368,-1.864928553
P02768,-0.244333046,0.352442051,0.212232102,-1.182408566,0.922265858,0.186055435,-0.135202363,-1.351107447,-0.819470518,1.046289558,-0.991403028,2.685750843,-0.490545292,-0.119148169,-0.074095923,0.714329742,0.767010333,0.048739946,-0.767997732,-0.379265437,1.799695975,-0.878088198,0.811043472,0.470661583,0.937109456,-0.657968581,1.349141526,-1.301193185,0.039092825,1.006830321,-2.068861552
P02774,0.214063828,-0.990978941,-0.89089457,-0.287383668,-0.770452767,-0.30186848,-0.406262328,-1.331099348,-0.420550658,0.522363032,-1.536933842,1.53378234,-0.104856197,-0.203571409,-0.495508597,0.347929364,0.547638154,0.403459074,1.161881155,-0.380140615,1.392453819,-1.279916837,2.587217822,-0.585818646,1.044111786,0.657583049,1.892535356,-0.50755447,0.16431798,1.055073093,-1.686082216
P02776,0.607741797,-0.087523688,-0.191336123,-1.621350528,0.723217326,-0.483388147,0.005324585,-0.579997505,0.686324161,-0.595539647,0.599276315,-0.439553595,0.586802074,-0.768144527,-0.925125428,2.178022359,-1.124970295,0.789050597,-0.284626384,-0.708063207,-0.596350619,0.969097318,0.065917535,0.073095351,-0.064283061,-1.373886097,-0.317959947,-0.248875167,0.528909176,-1.968108408,-2.059563438
P02786,1.44730315,-0.936687687,0.768280839,0.742033039,-0.484282587,0.823217849,0.8271081,0.899228051,1.412474479,-1.246742785,0.857145894,0.295137469,-0.502628204,-2.579706642,0.388639643,-0.687616811,1.112551197,0.154189012,0.907464546,-0.401654606,-1.383376376,-0.41163184,0.995333206,-0.326679283,0.462245772,0.237112707,0.858779551,-0.777727021,-0.978437805,-0.789388035,-0.033284396
P02787,-0.36473744,0.488995486,-0.298505286,-1.0840998,0.548865865,-0.059418831,-0.401227834,-1.292089606,-0.815683876,0.923905263,-1.180689554,1.947830476,-0.712054562,-0.292065574,-0.25269192,0.61907088,1.028617223,0.109417199,0.654792002,-0.109788544,1.078323857,-1.841572335,0.468121265,1.556309962,1.570659557,0.162549275,1.279568671,-0.978035096,0.153364858,0.688899164,-2.26633286
P02790,-0.373099195,0.315684978,-0.799460487,-0.817294153,0.190511929,0.028073809,0.160825663,-1.269016775,-0.472295318,1.104016404,-1.11194376,1.32803568,-0.400878691,0.129159455,-0.347350656,0.610719091,1.398124458,0.05417928,0.721087695,-0.778954592,1.101218944,-1.283657812,1.53915961,1.833155434,0.843724917,0.205322988,1.123387644,-1.566012058,-0.005245228,0.326391915,-2.650207144
P02792,-0.918082788,-0.141113992,-0.111150165,-1.590156097,-1.070175697,0.198104484,-0.370195681,-0.375524467,-0.70577514,-0.626826181,-1.039150914,-0.232652009,-0.059415246,-0.199164845,-0.214621579,-0.096405199,0.248968361,-0.786130402,0.406739188,1.016623424,0.729237436,1.012460959,1.518145256,-1.348614809,-0.323233915,0.694572366,0.50270812,1.975793415,2.619344535,0.136444498,-0.901973315
P03950,-0.474722968,-3.653648179,-0.242720063,-0.390772513,-0.230657798,-0.261260998,0.285559048,-0.321479853,0.067413862,0.087329105,-0.18797713,0.280548667,0.015800183,0.069787405,0.152381977,0.288296137,0.224062527,-0.206136919,0.272043172,-0.196455335,1.485970056,3.589275169,-0.17341525,-0.005233422,-0.124854682,-0.186800395,0.688074698,0.014457411,0.000678919,0.034896512,0.251261534
P03973,-1.26910676,0.936419892,1.166214657,-0.494034272,-0.207715478,-0.412697937,0.760095823,-0.836142671,0.529937106,2.0542539,-1.547768656,0.157562794,-1.995470734,1.130498929,-0.523103049,-1.334943087,-0.175635919,0.36481897,1.149152229,-0.376489596,-0.028593027,0.094261461,2.393107484,0.634517084,0.740872735,-0.197688971,0.114552017,0.079270135,-1.77915541,0.323129408,-0.417135913
P04003,-0.4458697,-0.148041285,0.122698852,-0.355508754,-0.148097959,0.428655767,-0.66825651,-0.78011244,0.37846718,-0.066373223,-1.890130522,0.950786624,-0.079938339,-0.317283433,-0.165640499,0.276952583,0.505980767,-0.27348779,-0.078377563,-1.822205095,1.237673315,-1.629868967,1.173538353,-0.502249712,1.692528622,1.181493438,2.834728384,0.020473925,0.926885581,-0.296485866,-1.622573066
P04040,-0.109472889,0.164979632,0.096269318,-0.190861692,-0.911028698,0.923374829,-0.501346593,0.236219462,0.179604268,0.008432296,0.032315377,0.094917886,0.471380959,-1.148781476,0.55627129,0.419123173,-0.922705201,0.189476024,-0.108609214,0.893371082,-2.344723006,-1.32683211,0.550068233,-1.247631337,0.344507931,-0.016618289,0.838453692,2.154024788,2.116544053,-1.412651937,-1.18734491
P04066,-0.440782478,0.257003755,1.079736766,0.497051074,1.490962362,-0.207265264,-1.532991472,-0.225809464,-0.816245732,1.884462199,-0.201298905,-0.729242237,-1.10148573,-0.679278132,-0.810193144,1.599300986,0.858816892,0.281006705,1.111009614,-0.240777431,0.823367279,2.303529975,-2.282793151,-0.800374405,-0.582125255,-0.590654848,0.326573988,0.336233652,-0.884855271,-0.117346303,-0.368287644
P04075,0.971801377,-0.157349177,1.004463059,0.578968487,0.19465048,0.417127831,-0.106656814,0.685629283,0.665328631,-0.241484225,-0.296947455,0.011421245,-0.468441138,0.607876721,-0.087486029,0.003968019,1.805263998,0.583422856,0.770196494,-0.535351631,-0.644652093,-0.455137442,1.07577339,-3.108948842,1.200068692,-0.364040994,-0.299640439,-0.945627466,-0.843823773,-0.398030729,-0.96807637
P04080,-0.575652832,-0.705448119,2.033013349,0.207078034,0.789826208,0.7032576,0.080921929,0.652924298,0.574776516,-0.524289012,-0.496175003,-1.666836587,-0.161019822,-0.100781564,-0.332320052,0.01779593,2.02768735,-0.053332329,0.574320771,-2.320510586,-1.036649614,-1.290916509,-0.288886427,0.905773133,1.285674967,1.22522272,0.806997026,-0.085755055,-1.025919577,-0.39961401,-1.025011946
P04083,-0.292813185,1.384171275,1.589033328,-0.392534501,0.129846815,0.784662206,0.531328472,0.287629761,-0.365194817,-0.36493044,0.056926309,1.165041678,-0.971084462,0.358316942,-0.272388734,0.550916175,0.259989744,0.097887494,-0.068162686,-0.44964205,-0.728992567,-1.670445296,2.152356335,0.695792033,0.41789699,0.236503167,0.385865987,-1.077956632,-0.093623983,-1.891425477,-2.060159297
P04155,-1.087449446,0.832670177,0.565651496,0.282320223,0.519598797,0.165439645,0.55702961,0.802429463,-1.880766912,1.125062651,-0.585903692,1.456427672,-0.695846754,-0.612348209,-1.058757756,0.443837093,0.442132423,0.936973811,-0.36234237,0.245857983,1.2362539,2.673787378,-0.018572936,-0.956512615,0.670735287,1.917910229,0.69367265,2.694335663,0.581942877,-0.866457945,-0.868920296
P04196,0.342781193,-0.359001051,-0.542887375,-0.572775202,-1.09145878,-0.340858251,0.299948408,-0.959613626,0.292226278,0.414001095,-2.93800908,0.961070905,-0.184821389,0.109776298,0.00947185,0.393589739,0.514743529,0.156514289,1.016729599,-2.836692057,-2.024428906,0.792614635,1.00034228,-1.023233485,0.679801147,-0.051256484,1.823966484,0.736299791,0.762437966,0.010793913,0.473835969
P04217,-0.28328741,0.196393642,0.36437551,-1.05829406,0.19897279,0.16180803,-0.389587664,-1.317475571,-0.586954,0.907824035,-2.470696646,1.199566715,-0.314492012,0.046593785,-0.586070853,0.426193025,0.796560778,0.247295407,0.71578344,-0.455719916,1.5951353,-0.473499627,0.794811861,1.205064048,1.638450027,-0.088626585,1.327347604,-0.56077498,0.042289517,0.703549648,-1.969717895
P04220,-0.69036255,0.042197475,-0.754955702,-0.185235406,0.515647023,-0.181800204,0.062005294,-1.393789966,0.404306134,0.768654632,0.500726028,0.18405999,-0.526626396,-1.098305906,0.141086477,0.193789333,-0.204269014,-0.884155459,0.685655331,2.621739465,-0.707286274,-0.843388193,0.60958487,0.460621379,0.591764844,-0.055205642,0.357835003,1.095359527,1.434583171,-0.206879379,-2.578579843
P04233,0.202745776,-0.294695971,0.891143372,-1.39961399,0.013953783,-0.030870213,0.345395424,0.775125905,-0.384146562,-0.250933752,-0.113975934,2.090634071,-0.518011754,-0.918352303,0.855610769,0.800625248,-1.524626354,-0.296110999,-0.182325305,0.618130987,-0.574595777,2.128928891,-1.180869066,-0.75062293,-1.550465429,-0.833219486,1.29196995,1.357210807,1.766949514,-0.92386201,0.368074937
P04259,-0.642316544,1.241814498,1.742063311,2.375505778,-2.062486875,0.489104582,-1.305959965,0.107531632,-0.420070973,0.153986861,-1.613163879,1.129231508,-0.159930213,0.227226012,0.537538087,0.985538632,-1.662713646,1.249226173,-0.566907827,0.323906867,0.711692195,1.420209306,0.02548961,0.4921838,0.160255587,-0.678416952,-1.148263109,0.034083571,-1.151966831,-0.208328861,-2.150249879
P04275,-1.014776495,-0.103201489,0.605725757,-0.357147901,0.133512554,0.524139701,0.103283137,-0.306109184,0.112337258,0.355523784,-0.244775649,1.964999678,-0.028677375,0.470811703,0.262202802,1.00251385,0.156963204,0.210347597,0.260865166,-0.725623452,1.235586192,1.197473797,-1.889792935,-3.272610245,1.166451103,-1.221014198,0.151934098,-0.639270959,0.551346699,0.470649034,0.73679947
P04350,0.561900003,0.103056738,1.023419303,-0.343070469,-2.811698904,-0.68178782,0.648464922,0.609646242,0.911179574,-0.613961529,-0.02450567,0.447404725,1.443288774,0.651982962,0.648761619,-1.074451726,-0.737915845,-0.810868458,-0.602535041,0.67762269,-0.722815791,2.094288339,0.582128076,0.527515461,-1.367819492,1.472081766,-0.798612662,0.079605961,0.915462397,-0.257924274,0.547071956
