,323_CT,381_CT,398_CT,382_CT,397_CT,485_CT,486_CT,487_CT,488_CT,489_CT,490_CT,491_CT,492_CT,494_CT,496_CT,497_CT,498_CT,499_CT,500_CT,501_CT,472_CT,459_CT,323_LT,381_LT,398_LT,382_LT,397_LT,489_LT,496_LT,472_LT,459_LT
O95342,-3.145484874,0.701248541,-0.833870088,-2.329147548,-0.100619144,-0.689751776,1.555918242,0.298618284,0.095679548,-1.548835156,0.439998655,0.011912453,0.640206423,-0.007152133,0.272115134,0.741945175,0.11172646,-1.210449768,-1.641926327,0.01891459,-0.051702673,-0.628414642,-1.431300825,-0.430369819,-0.379944426,0.761324971,-0.462065014,-0.695692839,1.412458088,0.637605525,0.985289589
O95363,2.443203336,1.108763701,1.075563552,0.462916102,-1.240718795,-0.800218003,0.056178058,-0.570786379,1.502138405,-0.40349034,-0.05202617,-1.231382393,-0.214810661,0.4390721,-0.088204516,-0.242703347,-2.021826456,-0.492988557,-1.659094842,-2.18092758,-1.478338,-1.610313787,-0.392968485,0.040942068,-1.144039105,-0.190321746,-0.891200707,-0.044610235,0.700214199,-0.501869568,-0.096681427
O95365,-0.041067596,0.573251887,1.247060643,1.13161221,0.616206844,0.130133817,1.129908144,1.340275791,-0.72660581,0.193615975,-0.339091412,-0.671592266,-1.355948538,0.240025439,-1.909742696,0.023358602,0.822860824,-0.116460426,0.146073872,-0.260318199,0.194416058,0.947300261,0.490415484,-1.615969765,-0.416960241,-1.24652656,-0.742888979,-0.006833554,-1.615470251,1.163572282,-0.762452006
O95373,0.648398392,-1.336412032,1.372528797,0.917628011,-1.648468189,0.285840266,0.918029458,0.880122334,1.546396432,-1.162719372,0.519030322,-0.081828874,1.196758536,-0.895672174,0.540040709,-0.668366231,0.869551535,0.546626439,-0.19053825,-2.782012461,0.918338856,-0.555551058,0.411727547,-1.470547987,-0.031805393,-0.220145898,-1.44440595,-0.315256258,0.442147761,0.542475337,-0.041081359
O95376,0.566856447,-1.487205479,0.589655703,-0.729938739,0.301574647,0.251197893,0.47925828,0.234341223,0.368423523,-0.288589852,0.579811164,-0.268825837,0.491080549,0.083416903,1.475581703,-0.203565758,0.3257945,0.210636877,0.07210468,0.276009374,-1.967320751,0.128936151,0.162281432,-0.238959395,-0.148661662,1.242337516,0.20310817,-0.201536243,-0.376852447,-1.32378978,0.244251355
O95379,0.049869776,-0.15088691,0.910036358,1.374260643,-0.349077399,0.015106501,1.025179589,0.588486997,0.03199913,-1.010690051,0.34981533,-0.715245189,0.399703916,-0.73365092,1.461619542,0.981035027,0.041501135,0.161021888,0.538098051,-2.321023003,-0.348531595,-2.205247588,-0.354680139,0.011076031,-1.604367033,1.314837485,-0.780615026,0.139272986,1.076879116,0.728770206,1.198127309
O95394,1.155699714,-1.535805946,1.299628673,0.205014777,0.023503225,-0.079305787,0.980682146,-0.727311043,0.956473073,0.25961969,-0.505824582,0.311007964,0.693010708,-2.917789177,0.838215374,-1.076491342,0.231065302,-0.66983513,1.050090522,-1.326707935,-0.590916256,0.18113809,-0.123936011,-1.76247249,1.694946051,0.227176288,0.201016416,0.938351674,1.12851492,-0.854521214,0.732753309
O95396,-0.450584184,0.896033618,-0.566712264,-0.394289443,-0.35685057,-0.137190431,0.661180329,-0.003714932,0.470905824,-0.340075235,0.544942409,0.281004656,0.111988593,0.753820562,-0.188867737,0.678849924,0.07444499,0.863506359,0.227494834,-1.209422122,1.143946047,-0.231867136,-4.311277395,-2.043712042,0.982519471,0.97096102,-0.051953472,0.539235547,-0.378397282,0.901751791,0.171767354
O95425,0.252912468,-0.606025145,0.19503991,0.191587493,-0.201309439,-0.963135084,1.461870411,0.513224279,0.32831194,-0.148803847,0.061321631,-1.208040765,0.085694034,2.534895832,0.382926566,-0.135912444,1.015290117,-0.452293161,0.158732396,-0.925382906,0.31770869,-1.714087077,0.204608204,-3.002998983,1.157938142,-0.513171659,-0.572018644,0.018169201,0.215644789,0.095931996,-1.39459592
O95428,0.35204913,-0.171879108,-1.023790017,0.569164644,-0.01654048,-0.377907365,-1.876300057,0.129096799,-0.630548537,-0.239337842,-1.84780484,0.481359893,-1.064804918,2.308501337,0.335159205,1.341142652,1.074799088,1.316960113,1.627961292,-0.902919981,0.250211401,-2.14047386,0.373596273,1.739287212,-0.631592194,-0.759722358,-0.300962478,0.010722009,0.858727712,1.483022546,-2.451038412
O95433,1.047028569,-0.736167775,1.06368057,0.457055958,-0.192312677,-1.45458412,0.325501798,0.708952189,1.122972829,-0.98184432,0.073266011,-0.569878961,1.544605956,-0.550720691,0.94411269,-0.96043796,1.040421861,0.643919423,-0.376005145,-2.551132525,1.366815344,0.72461487,0.151853092,-0.600505943,-1.086459174,-0.446426599,-0.106730409,0.026048624,0.379756984,-0.779038673,1.540557576
O95453,-0.728021241,-0.429018449,-0.54216679,2.01966029,-0.479305012,-0.878152269,1.571700207,0.24446549,-0.16523672,-0.10983145,-0.753795096,1.648460303,-0.272161045,0.798047649,-1.720517478,1.84606295,-0.785251541,-0.233886547,-0.45170924,-0.964738389,-0.106087671,0.1014064,-0.895425623,-0.90119942,-0.396236252,1.921674674,-0.787564174,-0.515904693,0.471222384,-0.555490534,-0.72517366
O95466,0.341298222,-1.198052685,1.498706557,0.123930461,-1.0245761,-0.153095615,-0.764357402,-0.0934794,-0.861603202,-0.41227413,0.346581633,0.393278371,-1.108197778,0.561417925,-1.214859125,0.134485526,-0.050092827,-0.293403821,1.294635909,-0.654353915,-1.812955724,0.98500055,1.27564129,-0.144061245,-0.655723306,0.867903246,-0.805683207,1.257241087,-1.984082278,0.472649922,-0.053071065
O95470,1.224475607,-1.018795763,1.975483149,0.509641608,0.444337068,0.074848318,0.602575014,0.749660361,0.239414011,-0.33435955,0.603381711,-0.858192992,0.851004741,-4.281128656,0.256223672,-0.02096177,-0.270559622,0.273033274,-0.503705537,-0.630366117,-1.083553156,-0.092132725,1.018770851,-0.699771507,0.77568698,0.158906512,0.36119557,0.486771249,0.049160453,-0.459680118,0.034419554
O95478,1.521633852,0.031867566,-0.834004311,-0.522383823,-1.43309945,-0.252611552,0.175284767,1.368770336,-0.515842064,-0.630422669,-0.049666431,-1.72305248,1.708867397,-0.231152124,0.014208641,0.198610345,-1.245887489,0.202036508,0.265098227,1.307368114,0.425776886,1.20971683,-0.429935563,-0.271286604,-2.395340296,-0.577943053,0.421185167,-0.315524019,-0.725318389,0.542708146,1.467149487
O95479,-0.397610335,0.894483388,0.084204711,0.159429875,-0.160670713,-0.064866384,0.13347714,-0.397418445,0.185541606,-0.545074109,-0.120618535,-0.07460218,-0.515964238,-1.33801553,-0.095646321,0.643794371,0.612385803,-0.149233653,-0.144938173,-1.863324753,-1.195695564,-1.045437038,-0.27707505,-1.499763065,0.038433064,0.910005547,0.094166069,1.995358539,2.773059939,-0.46216237,-0.843746178
O95487,-1.124033508,0.919867922,-0.670042537,0.487991574,1.497892761,-1.079267768,1.564348431,0.956560868,0.641442928,0.483832541,1.788530386,0.350041948,-0.602444077,-1.38823005,1.033843682,2.09136541,-0.082087171,-0.645232171,-0.977637356,0.285320516,-1.938299585,-1.271302591,-0.055641889,-1.660007869,-0.633535226,0.403018539,0.98054727,-0.129371389,-0.732862642,-0.101100882,-0.493366124
O95551,0.212167831,-0.095231876,-0.857973558,-0.195771776,1.127744709,-1.669793025,-0.383864669,-0.082139711,1.109594122,0.763612602,-1.495778139,1.300882596,2.111124322,-1.713508535,-0.260377901,0.216689065,-0.271634746,1.04297488,0.090786984,1.012098225,0.015158668,0.554588144,-2.674052911,1.106037877,0.273785235,0.724242687,-0.208075485,-2.025869281,0.284909996,-0.497122376,0.603545359
O95639,-0.181436593,2.54931997,-0.288237958,-0.669517114,-1.417503234,0.164294199,0.09689579,0.131134122,0.690837162,-0.249804774,0.676786142,0.488302642,-0.461259879,0.238451516,1.415507416,-0.113919502,0.06517512,-0.167668565,2.29399098,0.365725581,0.505450477,0.269362039,-0.216264003,-1.629087349,-0.065040839,-3.380206094,0.461790048,0.053256692,0.485290006,0.697639018,0.501510858
O95671,-0.615001517,-0.010675163,-1.229137576,0.794402429,-0.023638916,-0.408409189,-0.07097331,-0.198161623,-0.206624954,-0.351977915,0.204087714,4.873956058,-0.919384424,-0.255466813,0.274657937,-0.272914776,-0.376368374,0.354352984,-0.544562631,0.473130993,0.295093296,-0.493323107,-0.68853437,-0.184251202,-0.965004754,0.003529115,0.22656858,0.16130775,0.619391867,0.165915613,0.054949845
O95678,2.267904265,0.016904106,0.19315192,0.450488629,-0.1249294,0.218399723,-0.516790779,0.126963102,-2.376680901,0.25831066,0.404137104,0.779402956,1.489566962,-0.552303928,0.848196061,-0.759083631,-0.325439445,-1.312394608,-0.300525174,-0.185565948,-0.378417457,-0.121089687,0.146103907,-0.435205984,0.57878805,0.508938242,0.03361466,-0.928272576,-0.08891017,-0.145027206,-0.525247625
O95714,0.413609407,-1.232106058,-0.026648805,-0.171331648,-0.246680234,1.583986258,-1.114283634,0.403395803,0.21445124,-0.435804167,0.498342965,0.20960535,0.018080905,0.349178874,0.846281781,-0.477330848,0.452435525,0.437678025,-0.628132801,-0.340660786,0.35856639,2.945188902,-0.2419743,-0.40274806,-0.373516935,-1.208047066,0.263642088,-2.93552436,1.042193498,-1.487992324,-0.241960064
O95721,-0.690161137,-2.26662173,0.02401202,0.849531864,-0.060444661,-1.985223761,-0.629508031,0.65665126,0.308927013,-1.45568556,1.334494727,-0.230297248,1.033187571,0.0234295,0.003897966,-0.662362987,0.82244513,0.615223858,0.019538897,-1.397433173,-0.837962061,-0.388404157,0.965075207,-0.298176913,-0.545470952,0.415617316,-0.036127686,0.28028342,1.617647734,-0.048365721,-1.427385983
O95782,-0.67726447,-0.35206989,1.151963894,0.346213972,0.205132568,-0.180523764,0.982268896,0.962470148,0.241139551,0.526325504,1.31204454,0.949581973,1.112982477,-0.862915793,-0.12368163,-0.029214319,0.676814877,-0.132550915,0.465311424,-1.25215926,1.171579801,1.022890259,-0.270588241,-3.772454683,-1.663212012,-0.463471624,-0.442905185,0.29340358,0.297160483,-0.809037184,-0.747331345
O95786,0.605659204,0.255498873,-0.616145398,-0.250873764,-0.107300207,0.701178738,0.815937962,0.959134342,1.043169539,-0.793598492,0.594809285,-2.091495935,0.504346535,-0.61787974,1.33229964,0.719770756,-0.596674154,0.236704464,-0.378080501,-2.188187115,0.115381296,-1.013288822,-0.127126863,-1.907465547,2.055817151,0.064909303,0.128429243,-0.11728714,0.325099226,-0.525749235,-1.863528287
O95817,-0.371222589,-0.088785214,-0.006604303,-1.551648802,0.15353843,-0.059007587,-0.48214906,-0.196875034,0.145986647,-0.765331221,0.158528869,0.142769571,-0.130582915,2.91669421,-0.474047734,-0.401185093,2.33024862,2.144180094,0.52796546,-0.043303186,0.063506713,-0.113341514,-2.885611837,0.989996755,-0.455993131,0.101069807,-0.341413501,-0.491642683,-0.319909794,-0.379042119,-0.273859728
O95822,0.881133402,-0.798473334,-1.98251456,0.400350967,-0.033430955,0.728637596,0.221990457,0.817442745,-0.235549033,0.197159861,0.072488644,0.534662383,0.732535253,-4.412885767,0.369304029,0.071004965,-0.638728541,0.249816862,0.276241061,0.54295756,-1.173163872,-0.100876899,0.158099808,0.254037777,-0.42403338,0.41444161,0.048753141,0.673505891,0.560473778,0.074617615,0.210695193
O95825,0.177103407,2.97495684,0.704421701,-0.775434342,-1.189182132,0.2438254,-0.402308223,0.18373366,-1.159354039,0.41740248,-0.109193231,0.009046167,-1.135544859,0.632696814,-0.125113552,0.097207864,0.13593308,-0.036502135,-0.831439806,-0.562344416,-0.819467127,-0.352860093,2.91847661,-0.196943531,0.518627888,-0.832115455,0.53823424,-0.740666379,-1.186678502,-0.368091694,-0.678909885
O95831,0.039994818,-1.589125063,-0.10136362,1.260875034,0.006369598,-0.430287719,0.549825933,-0.463596567,0.0604026,-0.00847599,0.052550867,-1.225618291,0.016931271,-0.947313102,0.112386896,-0.116416693,-0.627250774,0.23733269,0.175681654,-1.5664015,0.991957082,1.633118306,-1.052104686,-2.622892006,-0.327740362,0.533886714,-0.270011759,1.256819891,0.982499803,-0.328337745,1.326815358
O95833,-0.573826006,0.20119942,1.303793205,0.002115303,-1.107689892,-1.653128104,0.146418962,-0.588967305,0.116477062,-1.218202214,-0.693612438,-0.572617826,-1.231362457,-0.713251905,-0.722352931,0.220519496,-1.577709551,1.005885289,0.702333249,-0.75952957,1.212919727,-0.024948886,-0.350378397,-0.99987039,1.273757295,0.538626325,1.81991813,0.035350384,-0.752848729,-0.425152523,-0.237690545
O95834,-0.92479492,0.996221491,-0.240484272,0.330671248,1.085555066,-0.377587575,-0.689202442,-0.904284336,-1.837457046,1.036990327,-1.306169153,0.069441588,0.635532727,0.643687751,-1.023109149,0.763374857,1.209389275,-0.281475843,-0.85241359,0.976101007,0.914692697,1.271332859,-1.294100165,0.114124692,0.487562922,-0.541010131,-0.186684784,-1.086051171,-2.126624562,1.724639525,-0.385412925
O95837,-0.228339828,1.064620978,-0.654935527,0.941877027,1.872733319,0.14476717,0.257925047,-0.171967921,1.406094708,-0.150113001,0.282618793,-1.455049652,-0.900650024,1.008036053,0.258266565,-0.239302246,0.567794495,-1.491336193,-0.923334674,1.309735573,0.401788516,-0.110176534,-2.553456283,1.34347301,-0.721394952,-0.235227088,0.894909131,-1.258127832,0.372390368,-0.273466161,-0.724384631
O95858,0.643519676,-0.138904236,0.267970966,0.559835877,0.47464376,-4.459462919,-0.166113918,-0.068913036,-0.450346615,0.766481244,0.032241277,-0.068427197,0.053246795,0.094771905,-0.435934849,0.423446143,0.343338821,0.486958759,-0.181717228,-0.306297743,-0.70699451,0.650131787,0.586851233,0.407506262,0.798890661,0.968739312,-0.10193305,-1.454270306,1.070031898,-0.164946047,0.515367755
O95861,-0.052836378,0.280271168,0.532906597,1.771472596,1.000931813,-0.891549112,0.173401726,0.819288077,-1.105727446,0.669378441,0.77602382,-1.098020024,-0.258758381,-0.446493004,0.858983074,0.561093704,0.43526107,0.626068111,-0.436463881,-1.143012287,-0.636730371,1.033868371,-1.37629853,-1.624325487,-1.247283211,-0.112763163,-1.961583446,-0.198323294,-0.384971033,-0.093162502,0.109670303
O95864,-0.060805315,-0.623254168,-1.141035805,-0.450549054,2.904453152,0.752379865,-1.427578952,0.53276679,1.635279662,-0.738885762,0.887887758,-1.664682569,-1.50564518,0.273436181,-1.278197313,0.566065262,-0.502978763,0.186951059,-0.383797252,-0.549582146,-2.016211576,1.307477624,-0.872722536,0.432677524,-0.413159631,1.008498033,-0.254588964,1.576753852,0.227266919,0.432356295,-2.049941592
O95865,-0.881480127,1.250661299,0.792369391,0.156877924,-0.326152944,0.120101462,0.206544744,-0.486452386,0.395409564,0.105164132,0.266047281,0.264438872,0.132019212,0.523518676,0.616009333,0.051001674,0.781428444,-0.113637494,0.571563897,-1.603718093,0.033873656,1.06405481,-2.934789292,-0.621530819,-0.800633047,-0.12819829,-1.754044806,-1.123538204,0.231404936,0.884424003,2.991861865
O95881,0.562133873,-1.081628562,0.825222945,1.220149483,-0.486231506,0.677334059,0.599931865,0.881571304,1.049573751,-0.037730883,0.26739223,-0.462963387,-0.171819051,-0.749985308,0.025419915,0.283841789,0.774816777,0.636936206,0.377363554,-2.525584498,0.013441733,1.573565305,-0.008828958,-3.58279506,-0.308522799,-0.970699976,0.760131576,-0.0762858,-0.043071598,-0.480164413,0.254834581
O95954,-0.204990899,-0.08385739,0.125464745,-0.036958234,-0.185955905,0.011781368,1.635912149,0.271450912,-0.666337906,0.255492803,-3.990710002,0.615525253,-0.023640481,-0.869577124,-0.112689677,-0.672046668,-0.599156956,-0.543154406,-0.376643491,-1.120396703,-0.233838617,0.297855026,0.425957949,-0.241534114,0.044032404,0.581849028,-0.133219735,1.905288303,1.304289912,0.282196532,1.00209667
O95983,0.766684483,-0.723319536,-0.253987672,-1.070253548,-0.517731312,0.488104481,-0.949033686,-0.892827772,-0.936197641,-1.587847052,1.283796625,-1.694265883,-0.445458858,-0.029949049,-0.928743165,1.010475873,0.02550382,1.136609292,0.776590529,-1.170817857,-0.496059518,2.584467313,-0.842006495,-0.825823329,1.67655483,-0.770283897,-0.375701136,0.850412585,-1.00924079,0.772971389,0.369109877
O95989,-0.93983441,-0.816199248,0.151362264,1.856674429,-0.360208826,0.293879565,1.167075807,1.018298854,-0.03265653,-1.544280531,0.681696808,1.963827294,-0.591246651,0.692988421,0.424378381,-1.086626353,-0.81683475,-0.479230413,2.254136563,0.200114091,0.434119542,1.842070447,-1.904386232,0.02330531,-0.54107052,0.076370726,-0.361814674,-0.61646013,0.860082115,-1.079442884,-2.421970363
O96008,0.361416598,-1.475166033,0.52872459,0.754474193,0.095263373,0.174839699,0.872959236,0.754970206,0.89011219,-0.076859847,0.97904393,-2.082838332,0.99362472,-2.95505919,0.573311844,-0.016119795,0.51781066,0.723541273,0.455544963,-1.819513866,-1.128783895,0.415648971,0.782495874,0.821615695,0.398660848,-0.641764173,0.500623955,-0.079666968,0.093923145,-1.038260566,0.925742958
O96014,0.342145487,-0.58115472,-0.284398013,-0.1146926,0.685822191,0.066019631,0.734847659,0.198913764,-0.25112275,-0.225725873,-0.081840318,-1.691766761,1.612011799,0.288726153,1.089786123,-1.003903554,-0.362003749,1.221545891,0.837195181,-0.620164015,1.209479498,0.894799728,-0.98047822,-0.789935629,-1.842097098,-1.958858491,-0.482188894,0.240653262,-0.081734461,0.426194368,-0.473206308
O96019,0.763338022,-0.019665186,0.229427848,0.712227682,-0.232574716,-0.540874972,1.424607186,-0.428660579,1.200871736,-1.744945932,0.72151116,0.192576773,1.208628998,-0.496465246,0.531852567,-0.771935451,-0.579653388,0.780614817,-0.81006654,-1.251244077,-1.924537708,-0.819522128,-0.988821372,0.193290503,0.766821636,0.201484764,-0.196274696,-0.121661072,0.247494704,-1.202949106,1.746695959
P00167,0.136004727,-0.465425494,-0.232969983,-0.639408782,-0.268957757,-0.246698073,-0.345190138,-0.388467501,-0.212343472,0.023629965,-0.447534496,0.329930669,1.168036299,-0.216364345,0.106075592,-0.052362958,-1.189375529,-0.175227422,-0.190913323,-1.308540372,0.079006558,0.713616893,0.076323703,-2.06391474,-0.686848267,0.954968653,-0.857592586,2.414621795,1.899167139,-0.465941961,1.189372706
P00326,-0.683581279,0.388009566,-0.957711052,0.186808558,0.848986349,0.033632657,-0.916607336,-0.978344184,-0.881146096,1.2808478,-0.775174217,-0.523622028,-1.248904522,-0.764878119,-0.169097439,1.224744667,-0.855039799,0.895312546,0.253879612,-0.254696561,0.981547914,1.7872455,-0.418290014,-0.967516876,-1.197819726,0.532473593,-0.364504072,1.968957522,1.547257178,0.063549558,0.836865099
P00338,0.536475118,-0.445852306,-0.111721561,1.080004621,-0.64782352,0.55606586,0.11853977,1.935847394,1.477427984,-1.333864442,0.042842569,0.689413518,-0.526872177,0.239843535,-0.097924672,-0.853302321,-0.260551808,1.10434756,1.319171032,-0.849431678,-1.470640349,-0.520480633,0.19816554,-3.03041157,0.978927454,-0.113985108,-0.933245901,0.255465876,0.093522416,-0.143041626,0.039306514
P00352,-1.636158242,0.114302764,0.082729777,-0.669532278,0.311047264,1.101557972,-0.644346092,-0.221105381,-1.68148396,1.119433475,-0.995693099,-0.342310803,-0.985438016,1.15771457,0.143359884,0.634597731,-1.523312607,0.064517655,-0.13034794,-1.048955527,0.58311227,0.494309565,-1.745833557,-0.467704026,-0.208494352,0.389094968,-0.153952726,1.869427805,1.835902066,1.061260127,0.33553251
P00390,0.723593328,0.565411965,-0.318031696,1.147053473,1.449119742,-0.221220147,0.855218349,0.236750247,-0.827118046,1.067631719,0.735007308,-1.230243792,-1.272449505,0.021905771,-0.153739188,0.962697216,0.127266901,0.62699188,-0.751013256,-1.346791651,-0.022600625,0.675792092,1.296320315,-3.039236635,-1.345805631,1.010107831,-0.941221892,0.248721996,-0.324833729,1.244389075,-0.380136429
P00441,0.995367736,1.50269611,0.108538939,-0.844673653,1.051093246,-0.365294721,-0.307261585,0.223447767,-0.580897439,0.184505304,-1.007497715,-0.326238763,-0.126646503,0.916036979,0.218515569,-0.392601643,0.433742313,-0.825621672,-0.479875787,-0.476245227,-0.454697893,-0.482491305,-1.105725771,-0.615222403,-0.35311362,-0.012642062,-1.943289609,2.554169991,1.464604845,-0.49949753,-0.698525793
P00480,0.383847001,0.905294802,1.025871976,1.021370547,0.233688648,-0.388177777,-0.590532609,-0.576216293,-0.073520572,-0.890206222,0.710217248,-0.402487955,0.57593917,0.89066573,-0.013450579,0.034998364,-0.575621747,-0.090017288,1.126235622,-0.537995517,-0.761120322,0.047678336,0.217309625,-0.061752507,-0.69854282,0.581036862,-4.38055901,1.433926069,0.352171558,-0.078573724,-0.036335273
P00488,-0.576450182,0.661296291,0.457107548,-0.834854158,0.93049175,0.524655442,-1.263885991,0.410466919,-0.450481018,0.163132914,-0.952013169,2.73116376,-1.090575042,0.476818035,-0.900215913,1.023282294,1.179659412,0.126484169,0.618561106,1.865066484,0.293235928,0.41830361,-1.229594553,0.191768747,-0.321591379,-0.059865958,-0.274271607,-0.645299816,0.107017861,0.151178201,-1.900770688
P00491,0.733306482,-1.4423277,1.387418469,0.698018406,-0.590755154,0.663467679,0.33689595,1.114971518,0.950908063,0.086367121,0.217867909,-0.458642362,0.266099166,-1.894479349,0.676834473,0.236301724,0.556125716,0.874288113,-0.534490157,-1.413229653,0.773860943,1.358919487,0.294689681,-3.011729293,-1.001689038,-1.473879255,-0.13818054,0.463783831,0.519855468,-0.368715239,-0.780446148
P00533,-0.296673293,0.762501367,0.334016399,1.840612828,0.118802804,-1.036300259,-1.134292784,-0.279973281,-0.728111245,0.742086034,-0.795135128,-0.748008415,0.54410875,-0.78824014,-0.845943847,0.168353831,0.77827072,0.041250553,2.318720581,-0.798078068,-0.524663128,-0.891718364,-1.241005424,1.232161898,-1.552306909,2.114452767,-1.025826254,0.875660057,0.32934135,-0.920050595,-0.978075006
P00558,0.446626468,-0.536060175,0.241031666,0.749235938,-0.82844858,-0.436406395,0.409875455,-0.061823861,0.43992665,-0.247573251,-0.269434459,-0.793916376,-0.345735142,-0.626487138,-0.052907917,-0.294457551,0.627147102,0.423271709,0.528959793,-1.578096925,2.341913523,1.864090675,0.060039799,-3.512610005,0.159150717,0.11581733,0.709646277,-0.462690362,-0.205630024,1.112669729,-0.264081365
P00568,0.577391946,-0.938185631,0.691404119,-0.590065553,-2.40984028,0.448068604,-0.263618368,-0.023652663,-1.548479324,-0.453678598,-0.653212966,0.27491173,0.498437773,0.853862424,0.336402992,-0.187602878,1.888108017,-0.013809904,0.699617688,-1.86042155,1.718221274,0.694101666,0.206435638,0.127162288,-1.078058315,-1.883220526,0.323739792,0.196735292,1.750128009,-0.294230405,0.336153319
P00734,-0.489551603,-0.277027045,-1.044979271,-0.676066158,-0.137412049,-0.727257206,-0.525385202,-1.103780452,-0.326162018,0.145950743,-1.915580797,0.626862033,0.295598108,-0.627788935,-0.853968206,0.262884487,0.43123839,-0.522458763,0.782235813,-0.535972216,1.474683968,-1.232080837,1.225264958,1.012629082,1.36769676,1.45828281,2.509048829,0.099814166,0.946084007,0.725493914,-1.278774903
P00738,-0.037302809,-0.117971275,-0.167739736,-0.804285686,0.531158668,0.237690228,-0.274725232,-1.00440294,0.6472685,0.986572505,-1.228972675,1.598213021,-0.263987739,-1.276889679,-0.48771677,-0.089646065,0.105866134,0.040528218,-0.111487338,-0.249048402,0.962625775,-1.826152224,0.272092812,0.819605169,0.97263063,0.037258693,0.625001575,0.051606798,1.018288816,-0.465895048,-2.020590028
P00739,0.085955895,-0.7083315,1.163515118,0.372670424,1.502953027,-1.063875566,-0.436546654,-0.543980812,-0.337024014,-0.932470568,-0.60446946,0.268661203,-0.3404275,0.234334422,-0.659741167,-0.588396029,0.165631453,3.881186688,-0.417150201,-0.052197061,-0.397163461,-0.192053204,0.398298288,-0.807728579,-0.046023055,1.185178032,-0.593374885,-0.383982062,-0.042546793,-1.098504144,-1.558699641
P00742,-1.228035827,-1.194972079,1.97297813,-1.885372833,-1.648829006,-1.664458718,-0.620557954,-2.677734544,-0.357248077,-0.745968642,0.369800113,-2.043649646,0.579532691,0.687529867,0.457603099,-1.062545477,-1.191552142,1.156719642,-0.680727037,-0.056971255,0.487089035,0.215877818,0.717321272,1.249029783,1.993873055,-0.828833774,-0.565553559,0.005194236,-0.416318881,-0.759900678,-0.38947508
P00747,-0.337800587,-0.492784815,-0.583066081,-0.321349848,-0.929729907,-0.671088937,-0.662930143,-1.099447769,-0.691418839,0.836415335,-1.527909589,0.405051501,-0.257955119,-0.418086593,-0.534607632,0.667330606,0.254448318,-0.047982978,0.801936778,-1.355798728,0.943020168,-1.1311206,1.928103453,-0.492994454,1.55665636,2.537072188,2.287765201,0.427239634,0.141367287,0.329636746,-0.886118032
P00915,0.274115049,1.36608033,-1.747547641,0.614185344,1.399485418,0.289464696,-0.893913952,-1.048820246,-0.555406013,1.820509604,-0.812946496,-0.062424287,-0.247425734,-1.431874108,0.157205476,1.517112906,1.888705791,0.943697175,-0.739863518,0.767692824,-0.598087126,0.780110353,0.101372936,-1.223920614,-0.234568731,-0.067002094,-1.84431637,-0.082347102,1.416732925,-0.483957667,0.203713485
P00918,-0.310383588,1.148894917,-0.95798671,0.687218306,1.969258988,-0.659262871,-0.821935326,-0.537952388,-0.822353185,1.939761423,-0.913845841,0.105016262,-0.391299432,-1.248860229,-0.23959159,1.280204689,2.036746586,1.084975226,-0.702242729,1.543321889,-1.309733079,0.410114732,-0.558852547,-0.826650068,-0.405178072,0.141626421,-1.26843278,0.474209233,0.852594451,-0.788494031,-0.909852144
P00966,1.726927431,-0.525264515,-0.280845578,0.167029358,-0.150302554,-0.253725604,0.657613813,-1.316509845,-1.33008283,0.273560079,-0.560005087,-0.20513642,-1.846873452,-1.308690576,0.025713891,-0.399199421,-0.423276639,0.045712647,0.005770789,-0.492796117,-0.235301534,0.477206697,1.402103377,-2.33944106,-0.019260532,1.294100652,-0.328547787,1.6269913,0.753115499,-0.552506319,0.270323745
P00973,1.818618487,-0.821433022,-2.080157314,-0.174317874,0.60227961,1.312981282,1.150017255,-1.627804567,0.588375224,-0.706489382,0.095665878,0.803943977,1.227290939,-1.5345572,2.294564301,-0.442248028,-2.104472767,0.570752896,-0.664308571,-0.132862219,-0.588521302,-0.499012266,0.298200786,-0.553831497,0.170658959,-0.214757982,0.881026773,-0.183557889,1.537251784,-0.343131336,0.096221865
P00995,0.59682276,-1.258428742,0.493754946,0.730720183,0.677220316,-0.346851866,0.382345801,-1.929798371,-1.340867132,0.28513379,0.344767134,-1.07548053,-0.250358819,0.045263975,1.55324316,0.997708411,-0.537436175,1.238506658,-1.613101859,3.601042979,-0.011900505,-1.504784522,1.398199904,-1.328849842,-0.117421604,0.033072765,-0.700826774,1.042268859,1.302023467,-1.850893094,0.621219559
P01023,-0.225406572,0.897152989,-0.444067681,-0.616024999,1.050421966,-0.139289548,0.349281676,-1.592429414,0.25633801,1.104384713,0.047267811,1.574954933,-0.756227988,0.601498513,-0.589071294,0.747085761,1.267502043,0.367548999,0.267432545,-0.086773726,-0.204380471,-1.663635854,0.390517234,0.580122741,2.285250301,-0.120478775,0.776263104,-0.524593306,0.083888729,-0.873474198,-2.93540973
P01024,-0.378099857,0.616377319,0.026040682,-1.438202005,0.275607555,0.19938449,-0.416355186,-1.157061229,-0.178131225,0.658027557,-1.280055335,1.874688741,-0.558750154,-0.443511409,-0.394234838,0.530254033,0.694382122,0.210534891,0.226070815,-0.595772822,1.672621795,-2.093639352,0.419600023,0.502944007,1.492050907,-0.282168027,1.688488939,0.024197166,0.990127387,0.617362568,-2.281326865
